,CountryCode,RegionName,RegionCode,Date,H6_Facial Coverings,ConfirmedCases
5968,USA,Kentucky,KY,2020-01-11,0.0,
13581,USA,South Carolina,SC,2020-01-11,0.0,
14243,USA,Tennessee,TN,2020-01-11,0.0,
5306,USA,Indiana,IN,2020-01-11,0.0,
13250,USA,Rhode Island,RI,2020-01-11,0.0,
5637,USA,Kansas,KS,2020-01-11,0.0,
3982,USA,Hawaii,HI,2020-01-11,0.0,
7292,USA,Maine,ME,2020-01-11,0.0,
3320,USA,Florida,FL,2020-01-11,0.0,
6630,USA,Massachusetts,MA,2020-01-11,0.0,
4975,USA,Illinois,IL,2020-01-11,0.0,
4313,USA,Iowa,IA,2020-01-11,0.0,
16560,USA,Wisconsin,WI,2020-01-11,0.0,
13912,USA,South Dakota,SD,2020-01-11,0.0,
6299,USA,Louisiana,LA,2020-01-11,0.0,
6961,USA,Maryland,MD,2020-01-11,0.0,
2327,USA,Connecticut,CT,2020-01-11,0.0,
1665,USA,California,CA,2020-01-11,0.0,
7623,USA,Michigan,MI,2020-01-11,0.0,
2989,USA,Delaware,DE,2020-01-11,0.0,
14574,USA,Texas,TX,2020-01-11,0.0,
14905,USA,Utah,UT,2020-01-11,0.0,
1003,USA,Arkansas,AR,2020-01-11,0.0,
8947,USA,Montana,MT,2020-01-11,0.0,
11264,USA,Nevada,NV,2020-01-11,0.0,
9278,USA,North Carolina,NC,2020-01-11,0.0,
15236,USA,Virginia,VA,2020-01-11,0.0,
8285,USA,Missouri,MO,2020-01-11,0.0,
9940,USA,Nebraska,NE,2020-01-11,0.0,
12257,USA,Oklahoma,OK,2020-01-11,0.0,
341,USA,Alaska,AK,2020-01-11,0.0,
672,USA,Alabama,AL,2020-01-11,0.0,
15567,USA,Virgin Islands,VI,2020-01-11,0.0,
11595,USA,New York,NY,2020-01-11,0.0,
10602,USA,New Jersey,NJ,2020-01-11,0.0,
7954,USA,Minnesota,MN,2020-01-11,0.0,
9609,USA,North Dakota,ND,2020-01-11,0.0,
10271,USA,New Hampshire,NH,2020-01-11,0.0,
11926,USA,Ohio,OH,2020-01-11,0.0,
8616,USA,Mississippi,MS,2020-01-11,0.0,
12588,USA,Oregon,OR,2020-01-11,0.0,
12919,USA,Pennsylvania,PA,2020-01-11,0.0,
10933,USA,New Mexico,NM,2020-01-11,0.0,
15898,USA,Vermont,VT,2020-01-11,0.0,
6962,USA,Maryland,MD,2020-01-12,0.0,
2990,USA,Delaware,DE,2020-01-12,0.0,
15237,USA,Virginia,VA,2020-01-12,0.0,
7955,USA,Minnesota,MN,2020-01-12,0.0,
14906,USA,Utah,UT,2020-01-12,0.0,
11265,USA,Nevada,NV,2020-01-12,0.0,
2659,USA,Washington DC,DC,2020-01-12,0.0,
11596,USA,New York,NY,2020-01-12,0.0,
16230,USA,Washington,WA,2020-01-12,0.0,
8617,USA,Mississippi,MS,2020-01-12,0.0,
2328,USA,Connecticut,CT,2020-01-12,0.0,
9610,USA,North Dakota,ND,2020-01-12,0.0,
1004,USA,Arkansas,AR,2020-01-12,0.0,
14244,USA,Tennessee,TN,2020-01-12,0.0,
8948,USA,Montana,MT,2020-01-12,0.0,
3321,USA,Florida,FL,2020-01-12,0.0,
9941,USA,Nebraska,NE,2020-01-12,0.0,
12920,USA,Pennsylvania,PA,2020-01-12,0.0,
4645,USA,Idaho,ID,2020-01-12,0.0,
5638,USA,Kansas,KS,2020-01-12,0.0,
10272,USA,New Hampshire,NH,2020-01-12,0.0,
13913,USA,South Dakota,SD,2020-01-12,0.0,
4314,USA,Iowa,IA,2020-01-12,0.0,
10603,USA,New Jersey,NJ,2020-01-12,0.0,
5969,USA,Kentucky,KY,2020-01-12,0.0,
1335,USA,Arizona,AZ,2020-01-12,0.0,
16561,USA,Wisconsin,WI,2020-01-12,0.0,
3983,USA,Hawaii,HI,2020-01-12,0.0,
13582,USA,South Carolina,SC,2020-01-12,0.0,
9279,USA,North Carolina,NC,2020-01-12,0.0,
16892,USA,West Virginia,WV,2020-01-12,0.0,
15899,USA,Vermont,VT,2020-01-12,0.0,
6300,USA,Louisiana,LA,2020-01-12,0.0,
3652,USA,Georgia,GA,2020-01-12,0.0,
15568,USA,Virgin Islands,VI,2020-01-12,0.0,
12589,USA,Oregon,OR,2020-01-12,0.0,
6631,USA,Massachusetts,MA,2020-01-12,0.0,
10934,USA,New Mexico,NM,2020-01-12,0.0,
8286,USA,Missouri,MO,2020-01-12,0.0,
4976,USA,Illinois,IL,2020-01-12,0.0,
7293,USA,Maine,ME,2020-01-12,0.0,
7624,USA,Michigan,MI,2020-01-12,0.0,
342,USA,Alaska,AK,2020-01-12,0.0,
1666,USA,California,CA,2020-01-12,0.0,
5307,USA,Indiana,IN,2020-01-12,0.0,
17223,USA,Wyoming,WY,2020-01-12,0.0,
673,USA,Alabama,AL,2020-01-12,0.0,
12258,USA,Oklahoma,OK,2020-01-12,0.0,
1997,USA,Colorado,CO,2020-01-12,0.0,
11927,USA,Ohio,OH,2020-01-12,0.0,
14575,USA,Texas,TX,2020-01-12,0.0,
13251,USA,Rhode Island,RI,2020-01-12,0.0,
6632,USA,Massachusetts,MA,2020-01-13,0.0,
13914,USA,South Dakota,SD,2020-01-13,0.0,
3984,USA,Hawaii,HI,2020-01-13,0.0,
6963,USA,Maryland,MD,2020-01-13,0.0,
11266,USA,Nevada,NV,2020-01-13,0.0,
343,USA,Alaska,AK,2020-01-13,0.0,
14245,USA,Tennessee,TN,2020-01-13,0.0,
5308,USA,Indiana,IN,2020-01-13,0.0,
10273,USA,New Hampshire,NH,2020-01-13,0.0,
8949,USA,Montana,MT,2020-01-13,0.0,
12259,USA,Oklahoma,OK,2020-01-13,0.0,
7294,USA,Maine,ME,2020-01-13,0.0,
14907,USA,Utah,UT,2020-01-13,0.0,
1005,USA,Arkansas,AR,2020-01-13,0.0,
1336,USA,Arizona,AZ,2020-01-13,0.0,
4315,USA,Iowa,IA,2020-01-13,0.0,
15900,USA,Vermont,VT,2020-01-13,0.0,
3322,USA,Florida,FL,2020-01-13,0.0,
1667,USA,California,CA,2020-01-13,0.0,
5970,USA,Kentucky,KY,2020-01-13,0.0,
15238,USA,Virginia,VA,2020-01-13,0.0,
1998,USA,Colorado,CO,2020-01-13,0.0,
2991,USA,Delaware,DE,2020-01-13,0.0,
10935,USA,New Mexico,NM,2020-01-13,0.0,
10604,USA,New Jersey,NJ,2020-01-13,0.0,
16562,USA,Wisconsin,WI,2020-01-13,0.0,
17224,USA,Wyoming,WY,2020-01-13,0.0,
12590,USA,Oregon,OR,2020-01-13,0.0,
674,USA,Alabama,AL,2020-01-13,0.0,
12921,USA,Pennsylvania,PA,2020-01-13,0.0,
8618,USA,Mississippi,MS,2020-01-13,0.0,
4977,USA,Illinois,IL,2020-01-13,0.0,
15569,USA,Virgin Islands,VI,2020-01-13,0.0,
16893,USA,West Virginia,WV,2020-01-13,0.0,
9280,USA,North Carolina,NC,2020-01-13,0.0,
14576,USA,Texas,TX,2020-01-13,0.0,
11928,USA,Ohio,OH,2020-01-13,0.0,
16231,USA,Washington,WA,2020-01-13,0.0,
9942,USA,Nebraska,NE,2020-01-13,0.0,
7956,USA,Minnesota,MN,2020-01-13,0.0,
4646,USA,Idaho,ID,2020-01-13,0.0,
13583,USA,South Carolina,SC,2020-01-13,0.0,
2329,USA,Connecticut,CT,2020-01-13,0.0,
13252,USA,Rhode Island,RI,2020-01-13,0.0,
8287,USA,Missouri,MO,2020-01-13,0.0,
9611,USA,North Dakota,ND,2020-01-13,0.0,
11597,USA,New York,NY,2020-01-13,0.0,
3653,USA,Georgia,GA,2020-01-13,0.0,
5639,USA,Kansas,KS,2020-01-13,0.0,
7625,USA,Michigan,MI,2020-01-13,0.0,
2660,USA,Washington DC,DC,2020-01-13,0.0,
6301,USA,Louisiana,LA,2020-01-13,0.0,
9281,USA,North Carolina,NC,2020-01-14,0.0,
1999,USA,Colorado,CO,2020-01-14,0.0,
16894,USA,West Virginia,WV,2020-01-14,0.0,
10936,USA,New Mexico,NM,2020-01-14,0.0,
15901,USA,Vermont,VT,2020-01-14,0.0,
12591,USA,Oregon,OR,2020-01-14,0.0,
6302,USA,Louisiana,LA,2020-01-14,0.0,
3323,USA,Florida,FL,2020-01-14,0.0,
1337,USA,Arizona,AZ,2020-01-14,0.0,
4978,USA,Illinois,IL,2020-01-14,0.0,
17225,USA,Wyoming,WY,2020-01-14,0.0,
16563,USA,Wisconsin,WI,2020-01-14,0.0,
6633,USA,Massachusetts,MA,2020-01-14,0.0,
344,USA,Alaska,AK,2020-01-14,0.0,
3985,USA,Hawaii,HI,2020-01-14,0.0,
3654,USA,Georgia,GA,2020-01-14,0.0,
8950,USA,Montana,MT,2020-01-14,0.0,
13584,USA,South Carolina,SC,2020-01-14,0.0,
7626,USA,Michigan,MI,2020-01-14,0.0,
15570,USA,Virgin Islands,VI,2020-01-14,0.0,
5309,USA,Indiana,IN,2020-01-14,0.0,
10605,USA,New Jersey,NJ,2020-01-14,0.0,
14246,USA,Tennessee,TN,2020-01-14,0.0,
13253,USA,Rhode Island,RI,2020-01-14,0.0,
2661,USA,Washington DC,DC,2020-01-14,0.0,
5640,USA,Kansas,KS,2020-01-14,0.0,
11929,USA,Ohio,OH,2020-01-14,0.0,
2330,USA,Connecticut,CT,2020-01-14,0.0,
4647,USA,Idaho,ID,2020-01-14,0.0,
10274,USA,New Hampshire,NH,2020-01-14,0.0,
16232,USA,Washington,WA,2020-01-14,0.0,
8619,USA,Mississippi,MS,2020-01-14,0.0,
11598,USA,New York,NY,2020-01-14,0.0,
7957,USA,Minnesota,MN,2020-01-14,0.0,
7295,USA,Maine,ME,2020-01-14,0.0,
9943,USA,Nebraska,NE,2020-01-14,0.0,
14577,USA,Texas,TX,2020-01-14,0.0,
8288,USA,Missouri,MO,2020-01-14,0.0,
12922,USA,Pennsylvania,PA,2020-01-14,0.0,
6964,USA,Maryland,MD,2020-01-14,0.0,
9612,USA,North Dakota,ND,2020-01-14,0.0,
1006,USA,Arkansas,AR,2020-01-14,0.0,
13915,USA,South Dakota,SD,2020-01-14,0.0,
4316,USA,Iowa,IA,2020-01-14,0.0,
11267,USA,Nevada,NV,2020-01-14,0.0,
2992,USA,Delaware,DE,2020-01-14,0.0,
5971,USA,Kentucky,KY,2020-01-14,0.0,
15239,USA,Virginia,VA,2020-01-14,0.0,
675,USA,Alabama,AL,2020-01-14,0.0,
12260,USA,Oklahoma,OK,2020-01-14,0.0,
1668,USA,California,CA,2020-01-14,0.0,
14908,USA,Utah,UT,2020-01-14,0.0,
7958,USA,Minnesota,MN,2020-01-15,0.0,
10275,USA,New Hampshire,NH,2020-01-15,0.0,
4317,USA,Iowa,IA,2020-01-15,0.0,
345,USA,Alaska,AK,2020-01-15,0.0,
5972,USA,Kentucky,KY,2020-01-15,0.0,
9282,USA,North Carolina,NC,2020-01-15,0.0,
4648,USA,Idaho,ID,2020-01-15,0.0,
12923,USA,Pennsylvania,PA,2020-01-15,0.0,
676,USA,Alabama,AL,2020-01-15,0.0,
1338,USA,Arizona,AZ,2020-01-15,0.0,
5310,USA,Indiana,IN,2020-01-15,0.0,
13916,USA,South Dakota,SD,2020-01-15,0.0,
5641,USA,Kansas,KS,2020-01-15,0.0,
9944,USA,Nebraska,NE,2020-01-15,0.0,
13585,USA,South Carolina,SC,2020-01-15,0.0,
10606,USA,New Jersey,NJ,2020-01-15,0.0,
13254,USA,Rhode Island,RI,2020-01-15,0.0,
3986,USA,Hawaii,HI,2020-01-15,0.0,
15571,USA,Virgin Islands,VI,2020-01-15,0.0,
1669,USA,California,CA,2020-01-15,0.0,
12592,USA,Oregon,OR,2020-01-15,0.0,
7627,USA,Michigan,MI,2020-01-15,0.0,
6634,USA,Massachusetts,MA,2020-01-15,0.0,
2331,USA,Connecticut,CT,2020-01-15,0.0,
12261,USA,Oklahoma,OK,2020-01-15,0.0,
3324,USA,Florida,FL,2020-01-15,0.0,
10937,USA,New Mexico,NM,2020-01-15,0.0,
2662,USA,Washington DC,DC,2020-01-15,0.0,
4979,USA,Illinois,IL,2020-01-15,0.0,
2000,USA,Colorado,CO,2020-01-15,0.0,
2993,USA,Delaware,DE,2020-01-15,0.0,
15240,USA,Virginia,VA,2020-01-15,0.0,
9613,USA,North Dakota,ND,2020-01-15,0.0,
14247,USA,Tennessee,TN,2020-01-15,0.0,
6965,USA,Maryland,MD,2020-01-15,0.0,
1007,USA,Arkansas,AR,2020-01-15,0.0,
14909,USA,Utah,UT,2020-01-15,0.0,
17226,USA,Wyoming,WY,2020-01-15,0.0,
16233,USA,Washington,WA,2020-01-15,0.0,
11930,USA,Ohio,OH,2020-01-15,0.0,
11268,USA,Nevada,NV,2020-01-15,0.0,
6303,USA,Louisiana,LA,2020-01-15,0.0,
8951,USA,Montana,MT,2020-01-15,0.0,
16895,USA,West Virginia,WV,2020-01-15,0.0,
16564,USA,Wisconsin,WI,2020-01-15,0.0,
7296,USA,Maine,ME,2020-01-15,0.0,
11599,USA,New York,NY,2020-01-15,0.0,
14578,USA,Texas,TX,2020-01-15,0.0,
3655,USA,Georgia,GA,2020-01-15,0.0,
8620,USA,Mississippi,MS,2020-01-15,0.0,
8289,USA,Missouri,MO,2020-01-15,0.0,
15902,USA,Vermont,VT,2020-01-15,0.0,
14248,USA,Tennessee,TN,2020-01-16,0.0,
9614,USA,North Dakota,ND,2020-01-16,0.0,
8290,USA,Missouri,MO,2020-01-16,0.0,
13255,USA,Rhode Island,RI,2020-01-16,0.0,
6966,USA,Maryland,MD,2020-01-16,0.0,
11269,USA,Nevada,NV,2020-01-16,0.0,
10276,USA,New Hampshire,NH,2020-01-16,0.0,
12924,USA,Pennsylvania,PA,2020-01-16,0.0,
677,USA,Alabama,AL,2020-01-16,0.0,
4649,USA,Idaho,ID,2020-01-16,0.0,
2663,USA,Washington DC,DC,2020-01-16,0.0,
5642,USA,Kansas,KS,2020-01-16,0.0,
11600,USA,New York,NY,2020-01-16,0.0,
11931,USA,Ohio,OH,2020-01-16,0.0,
2332,USA,Connecticut,CT,2020-01-16,0.0,
7297,USA,Maine,ME,2020-01-16,0.0,
16234,USA,Washington,WA,2020-01-16,0.0,
8621,USA,Mississippi,MS,2020-01-16,0.0,
14579,USA,Texas,TX,2020-01-16,0.0,
9945,USA,Nebraska,NE,2020-01-16,0.0,
14910,USA,Utah,UT,2020-01-16,0.0,
12262,USA,Oklahoma,OK,2020-01-16,0.0,
346,USA,Alaska,AK,2020-01-16,0.0,
15903,USA,Vermont,VT,2020-01-16,0.0,
16896,USA,West Virginia,WV,2020-01-16,0.0,
9283,USA,North Carolina,NC,2020-01-16,0.0,
6304,USA,Louisiana,LA,2020-01-16,0.0,
15572,USA,Virgin Islands,VI,2020-01-16,0.0,
16565,USA,Wisconsin,WI,2020-01-16,0.0,
3656,USA,Georgia,GA,2020-01-16,0.0,
7959,USA,Minnesota,MN,2020-01-16,0.0,
12593,USA,Oregon,OR,2020-01-16,0.0,
13586,USA,South Carolina,SC,2020-01-16,0.0,
8952,USA,Montana,MT,2020-01-16,0.0,
17227,USA,Wyoming,WY,2020-01-16,0.0,
3987,USA,Hawaii,HI,2020-01-16,0.0,
13917,USA,South Dakota,SD,2020-01-16,0.0,
6635,USA,Massachusetts,MA,2020-01-16,0.0,
5311,USA,Indiana,IN,2020-01-16,0.0,
3325,USA,Florida,FL,2020-01-16,0.0,
10938,USA,New Mexico,NM,2020-01-16,0.0,
10607,USA,New Jersey,NJ,2020-01-16,0.0,
4980,USA,Illinois,IL,2020-01-16,0.0,
5973,USA,Kentucky,KY,2020-01-16,0.0,
2001,USA,Colorado,CO,2020-01-16,0.0,
15241,USA,Virginia,VA,2020-01-16,0.0,
1670,USA,California,CA,2020-01-16,0.0,
7628,USA,Michigan,MI,2020-01-16,0.0,
1008,USA,Arkansas,AR,2020-01-16,0.0,
4318,USA,Iowa,IA,2020-01-16,0.0,
1339,USA,Arizona,AZ,2020-01-16,0.0,
2994,USA,Delaware,DE,2020-01-16,0.0,
4981,USA,Illinois,IL,2020-01-17,0.0,
9615,USA,North Dakota,ND,2020-01-17,0.0,
3326,USA,Florida,FL,2020-01-17,0.0,
9946,USA,Nebraska,NE,2020-01-17,0.0,
1671,USA,California,CA,2020-01-17,0.0,
347,USA,Alaska,AK,2020-01-17,0.0,
17228,USA,Wyoming,WY,2020-01-17,0.0,
2002,USA,Colorado,CO,2020-01-17,0.0,
12263,USA,Oklahoma,OK,2020-01-17,0.0,
11932,USA,Ohio,OH,2020-01-17,0.0,
14580,USA,Texas,TX,2020-01-17,0.0,
11601,USA,New York,NY,2020-01-17,0.0,
2333,USA,Connecticut,CT,2020-01-17,0.0,
2664,USA,Washington DC,DC,2020-01-17,0.0,
14249,USA,Tennessee,TN,2020-01-17,0.0,
11270,USA,Nevada,NV,2020-01-17,0.0,
14911,USA,Utah,UT,2020-01-17,0.0,
15242,USA,Virginia,VA,2020-01-17,0.0,
2995,USA,Delaware,DE,2020-01-17,0.0,
10939,USA,New Mexico,NM,2020-01-17,0.0,
12594,USA,Oregon,OR,2020-01-17,0.0,
3657,USA,Georgia,GA,2020-01-17,0.0,
16897,USA,West Virginia,WV,2020-01-17,0.0,
15573,USA,Virgin Islands,VI,2020-01-17,0.0,
3988,USA,Hawaii,HI,2020-01-17,0.0,
1340,USA,Arizona,AZ,2020-01-17,0.0,
10608,USA,New Jersey,NJ,2020-01-17,0.0,
4319,USA,Iowa,IA,2020-01-17,0.0,
10277,USA,New Hampshire,NH,2020-01-17,0.0,
4650,USA,Idaho,ID,2020-01-17,0.0,
5312,USA,Indiana,IN,2020-01-17,0.0,
13918,USA,South Dakota,SD,2020-01-17,0.0,
15904,USA,Vermont,VT,2020-01-17,0.0,
13587,USA,South Carolina,SC,2020-01-17,0.0,
9284,USA,North Carolina,NC,2020-01-17,0.0,
6305,USA,Louisiana,LA,2020-01-17,0.0,
8953,USA,Montana,MT,2020-01-17,0.0,
6636,USA,Massachusetts,MA,2020-01-17,0.0,
1009,USA,Arkansas,AR,2020-01-17,0.0,
5643,USA,Kansas,KS,2020-01-17,0.0,
12925,USA,Pennsylvania,PA,2020-01-17,0.0,
8622,USA,Mississippi,MS,2020-01-17,0.0,
6967,USA,Maryland,MD,2020-01-17,0.0,
16235,USA,Washington,WA,2020-01-17,0.0,
8291,USA,Missouri,MO,2020-01-17,0.0,
678,USA,Alabama,AL,2020-01-17,0.0,
16566,USA,Wisconsin,WI,2020-01-17,0.0,
7298,USA,Maine,ME,2020-01-17,0.0,
5974,USA,Kentucky,KY,2020-01-17,0.0,
7629,USA,Michigan,MI,2020-01-17,0.0,
7960,USA,Minnesota,MN,2020-01-17,0.0,
13256,USA,Rhode Island,RI,2020-01-17,0.0,
2003,USA,Colorado,CO,2020-01-18,0.0,
10278,USA,New Hampshire,NH,2020-01-18,0.0,
5313,USA,Indiana,IN,2020-01-18,0.0,
15905,USA,Vermont,VT,2020-01-18,0.0,
10940,USA,New Mexico,NM,2020-01-18,0.0,
2996,USA,Delaware,DE,2020-01-18,0.0,
14912,USA,Utah,UT,2020-01-18,0.0,
15243,USA,Virginia,VA,2020-01-18,0.0,
9947,USA,Nebraska,NE,2020-01-18,0.0,
5644,USA,Kansas,KS,2020-01-18,0.0,
7630,USA,Michigan,MI,2020-01-18,0.0,
8623,USA,Mississippi,MS,2020-01-18,0.0,
5975,USA,Kentucky,KY,2020-01-18,0.0,
3327,USA,Florida,FL,2020-01-18,0.0,
6637,USA,Massachusetts,MA,2020-01-18,0.0,
13257,USA,Rhode Island,RI,2020-01-18,0.0,
8954,USA,Montana,MT,2020-01-18,0.0,
12595,USA,Oregon,OR,2020-01-18,0.0,
13919,USA,South Dakota,SD,2020-01-18,0.0,
6306,USA,Louisiana,LA,2020-01-18,0.0,
3658,USA,Georgia,GA,2020-01-18,0.0,
16898,USA,West Virginia,WV,2020-01-18,0.0,
1672,USA,California,CA,2020-01-18,0.0,
9285,USA,North Carolina,NC,2020-01-18,0.0,
15574,USA,Virgin Islands,VI,2020-01-18,0.0,
13588,USA,South Carolina,SC,2020-01-18,0.0,
4320,USA,Iowa,IA,2020-01-18,0.0,
1341,USA,Arizona,AZ,2020-01-18,0.0,
10609,USA,New Jersey,NJ,2020-01-18,0.0,
3989,USA,Hawaii,HI,2020-01-18,0.0,
348,USA,Alaska,AK,2020-01-18,0.0,
11271,USA,Nevada,NV,2020-01-18,0.0,
1010,USA,Arkansas,AR,2020-01-18,0.0,
4651,USA,Idaho,ID,2020-01-18,0.0,
12264,USA,Oklahoma,OK,2020-01-18,0.0,
11933,USA,Ohio,OH,2020-01-18,0.0,
4982,USA,Illinois,IL,2020-01-18,0.0,
7299,USA,Maine,ME,2020-01-18,0.0,
7961,USA,Minnesota,MN,2020-01-18,0.0,
16567,USA,Wisconsin,WI,2020-01-18,0.0,
9616,USA,North Dakota,ND,2020-01-18,0.0,
679,USA,Alabama,AL,2020-01-18,0.0,
17229,USA,Wyoming,WY,2020-01-18,0.0,
8292,USA,Missouri,MO,2020-01-18,0.0,
14581,USA,Texas,TX,2020-01-18,0.0,
11602,USA,New York,NY,2020-01-18,0.0,
16236,USA,Washington,WA,2020-01-18,0.0,
2334,USA,Connecticut,CT,2020-01-18,0.0,
12926,USA,Pennsylvania,PA,2020-01-18,0.0,
14250,USA,Tennessee,TN,2020-01-18,0.0,
6968,USA,Maryland,MD,2020-01-18,0.0,
2665,USA,Washington DC,DC,2020-01-18,0.0,
2997,USA,Delaware,DE,2020-01-19,0.0,
2666,USA,Washington DC,DC,2020-01-19,0.0,
14251,USA,Tennessee,TN,2020-01-19,0.0,
9286,USA,North Carolina,NC,2020-01-19,0.0,
7300,USA,Maine,ME,2020-01-19,0.0,
15575,USA,Virgin Islands,VI,2020-01-19,0.0,
12596,USA,Oregon,OR,2020-01-19,0.0,
1673,USA,California,CA,2020-01-19,0.0,
6969,USA,Maryland,MD,2020-01-19,0.0,
11934,USA,Ohio,OH,2020-01-19,0.0,
1342,USA,Arizona,AZ,2020-01-19,0.0,
10610,USA,New Jersey,NJ,2020-01-19,0.0,
12265,USA,Oklahoma,OK,2020-01-19,0.0,
2004,USA,Colorado,CO,2020-01-19,0.0,
3990,USA,Hawaii,HI,2020-01-19,0.0,
5976,USA,Kentucky,KY,2020-01-19,0.0,
13589,USA,South Carolina,SC,2020-01-19,0.0,
8624,USA,Mississippi,MS,2020-01-19,0.0,
16899,USA,West Virginia,WV,2020-01-19,0.0,
3659,USA,Georgia,GA,2020-01-19,0.0,
10941,USA,New Mexico,NM,2020-01-19,0.0,
16237,USA,Washington,WA,2020-01-19,0.0,
15906,USA,Vermont,VT,2020-01-19,0.0,
14913,USA,Utah,UT,2020-01-19,0.0,
17230,USA,Wyoming,WY,2020-01-19,0.0,
6638,USA,Massachusetts,MA,2020-01-19,0.0,
2335,USA,Connecticut,CT,2020-01-19,0.0,
11603,USA,New York,NY,2020-01-19,0.0,
1011,USA,Arkansas,AR,2020-01-19,0.0,
3328,USA,Florida,FL,2020-01-19,0.0,
13258,USA,Rhode Island,RI,2020-01-19,0.0,
7962,USA,Minnesota,MN,2020-01-19,0.0,
349,USA,Alaska,AK,2020-01-19,0.0,
8955,USA,Montana,MT,2020-01-19,0.0,
7631,USA,Michigan,MI,2020-01-19,0.0,
11272,USA,Nevada,NV,2020-01-19,0.0,
6307,USA,Louisiana,LA,2020-01-19,0.0,
15244,USA,Virginia,VA,2020-01-19,0.0,
14582,USA,Texas,TX,2020-01-19,0.0,
8293,USA,Missouri,MO,2020-01-19,0.0,
5314,USA,Indiana,IN,2020-01-19,0.0,
10279,USA,New Hampshire,NH,2020-01-19,0.0,
680,USA,Alabama,AL,2020-01-19,0.0,
9948,USA,Nebraska,NE,2020-01-19,0.0,
4321,USA,Iowa,IA,2020-01-19,0.0,
13920,USA,South Dakota,SD,2020-01-19,0.0,
16568,USA,Wisconsin,WI,2020-01-19,0.0,
5645,USA,Kansas,KS,2020-01-19,0.0,
12927,USA,Pennsylvania,PA,2020-01-19,0.0,
9617,USA,North Dakota,ND,2020-01-19,0.0,
4652,USA,Idaho,ID,2020-01-19,0.0,
4983,USA,Illinois,IL,2020-01-19,0.0,
350,USA,Alaska,AK,2020-01-20,0.0,
1012,USA,Arkansas,AR,2020-01-20,0.0,
14252,USA,Tennessee,TN,2020-01-20,0.0,
6639,USA,Massachusetts,MA,2020-01-20,0.0,
13590,USA,South Carolina,SC,2020-01-20,0.0,
6970,USA,Maryland,MD,2020-01-20,0.0,
4322,USA,Iowa,IA,2020-01-20,0.0,
7632,USA,Michigan,MI,2020-01-20,0.0,
6308,USA,Louisiana,LA,2020-01-20,0.0,
2336,USA,Connecticut,CT,2020-01-20,0.0,
4653,USA,Idaho,ID,2020-01-20,0.0,
15907,USA,Vermont,VT,2020-01-20,0.0,
12597,USA,Oregon,OR,2020-01-20,0.0,
2005,USA,Colorado,CO,2020-01-20,0.0,
8625,USA,Mississippi,MS,2020-01-20,0.0,
3660,USA,Georgia,GA,2020-01-20,0.0,
11273,USA,Nevada,NV,2020-01-20,0.0,
16238,USA,Washington,WA,2020-01-20,0.0,
12266,USA,Oklahoma,OK,2020-01-20,0.0,
10280,USA,New Hampshire,NH,2020-01-20,0.0,
15576,USA,Virgin Islands,VI,2020-01-20,0.0,
2667,USA,Washington DC,DC,2020-01-20,0.0,
17231,USA,Wyoming,WY,2020-01-20,0.0,
9287,USA,North Carolina,NC,2020-01-20,0.0,
13921,USA,South Dakota,SD,2020-01-20,0.0,
14914,USA,Utah,UT,2020-01-20,0.0,
16900,USA,West Virginia,WV,2020-01-20,0.0,
15245,USA,Virginia,VA,2020-01-20,0.0,
1674,USA,California,CA,2020-01-20,0.0,
2998,USA,Delaware,DE,2020-01-20,0.0,
3329,USA,Florida,FL,2020-01-20,0.0,
7301,USA,Maine,ME,2020-01-20,0.0,
5315,USA,Indiana,IN,2020-01-20,0.0,
16569,USA,Wisconsin,WI,2020-01-20,0.0,
4984,USA,Illinois,IL,2020-01-20,0.0,
3991,USA,Hawaii,HI,2020-01-20,0.0,
9618,USA,North Dakota,ND,2020-01-20,0.0,
5977,USA,Kentucky,KY,2020-01-20,0.0,
7963,USA,Minnesota,MN,2020-01-20,0.0,
681,USA,Alabama,AL,2020-01-20,0.0,
10611,USA,New Jersey,NJ,2020-01-20,0.0,
8294,USA,Missouri,MO,2020-01-20,0.0,
5646,USA,Kansas,KS,2020-01-20,0.0,
8956,USA,Montana,MT,2020-01-20,0.0,
1343,USA,Arizona,AZ,2020-01-20,0.0,
14583,USA,Texas,TX,2020-01-20,0.0,
9949,USA,Nebraska,NE,2020-01-20,0.0,
12928,USA,Pennsylvania,PA,2020-01-20,0.0,
11935,USA,Ohio,OH,2020-01-20,0.0,
10942,USA,New Mexico,NM,2020-01-20,0.0,
13259,USA,Rhode Island,RI,2020-01-20,0.0,
11604,USA,New York,NY,2020-01-20,0.0,
6971,USA,Maryland,MD,2020-01-21,0.0,
6640,USA,Massachusetts,MA,2020-01-21,0.0,
8626,USA,Mississippi,MS,2020-01-21,0.0,
3330,USA,Florida,FL,2020-01-21,0.0,
17232,USA,Wyoming,WY,2020-01-21,0.0,
13922,USA,South Dakota,SD,2020-01-21,0.0,
7964,USA,Minnesota,MN,2020-01-21,0.0,
9950,USA,Nebraska,NE,2020-01-21,0.0,
1675,USA,California,CA,2020-01-21,0.0,
6309,USA,Louisiana,LA,2020-01-21,0.0,
12929,USA,Pennsylvania,PA,2020-01-21,0.0,
3661,USA,Georgia,GA,2020-01-21,0.0,
16570,USA,Wisconsin,WI,2020-01-21,0.0,
8957,USA,Montana,MT,2020-01-21,0.0,
15246,USA,Virginia,VA,2020-01-21,0.0,
